,n_cluster,label,S_Dbw
0,2,0,2.990629991896607
1,2,1,2.9910733082506122
2,2,2,2.9955323226936335
3,2,3,2.9997136935988484
4,2,4,2.9955290301501316
5,2,5,2.9762743265028853
6,2,6,2.96618857940104
7,2,7,2.9856681918599572
8,2,8,2.9600341013260087
9,2,9,2.9626678536198137
10,2,10,2.9909508962687505
11,2,11,2.981552577626952
12,2,12,2.9910613629974274
13,2,13,2.995331363496225
14,2,14,2.9953124545616774
15,2,15,2.9999988289871604
16,2,16,2.9860698000426185
17,2,17,2.991083797594236
18,2,18,2.9908318012153288
19,2,19,2.9815013317619785
20,3,0,2.9854431282517777
21,3,1,2.9652002354302898
22,3,2,2.9775013674835766
23,3,3,2.9771365986413554
24,3,4,2.98541593203087
25,3,5,2.972937198511502
26,3,6,2.98097279120085
27,3,7,2.9541540284812213
28,3,8,2.978883867374428
29,3,9,2.962195851348098
30,3,10,2.9670183444137956
31,3,11,2.9852199946542237
32,3,12,2.988661365866272
33,3,13,2.9884415497463026
34,3,14,2.9830478465829002
35,3,15,2.990459829363357
36,3,16,2.9882237204724778
37,3,17,2.9831150008616887
38,3,18,2.9831492396856696
39,3,19,2.970278752051934
40,4,0,2.9677431374172207
41,4,1,2.975141152543475
42,4,2,2.9889801662843802
43,4,3,2.962956987340244
44,4,4,2.9782602798116997
45,4,5,2.9780794892491262
46,4,6,2.959829653214535
47,4,7,2.9348325669538595
48,4,8,2.9887435225719097
49,4,9,2.979162324042246
50,4,10,2.944987078777032
51,4,11,2.9491989100563942
52,4,12,2.9502772039226635
53,4,13,2.9621926568997257
54,4,14,2.9730725971051886
55,4,15,2.9728650352455324
56,4,16,2.9455213246588015
57,4,17,2.9871638843780532
58,4,18,2.9666191528364974
59,4,19,2.9788856972863145
60,5,0,2.9829228434144666
61,5,1,2.970025005659995
62,5,2,2.9613714221155734
63,5,3,2.9814278934106264
64,5,4,2.96176326605375
65,5,5,2.974136750817773
66,5,6,2.967320437904056
67,5,7,2.9743813782709494
68,5,8,2.953671201183673
69,5,9,2.955824286173567
70,5,10,2.961309473860349
71,5,11,2.9659241633742854
72,5,12,2.9648152605034706
73,5,13,2.9656942215315985
74,5,14,2.9737695365953956
75,5,15,2.9335604301682543
76,5,16,2.9712169567906592
77,5,17,2.9643227297716366
78,5,18,2.960309606311059
79,5,19,2.9542437182415395
80,6,0,2.9557506211906155
81,6,1,2.9884213588437536
82,6,2,2.9817128715817947
83,6,3,2.951508587171652
84,6,4,2.944424850560194
85,6,5,2.9417625580400792
86,6,6,2.950290859947768
87,6,7,2.9748451023503604
88,6,8,2.9751712148155876
89,6,9,2.951126506036363
90,6,10,2.9640342111570295
91,6,11,2.976467746747365
92,6,12,2.940344124965349
93,6,13,2.966168045291417
94,6,14,2.9432349078134545
95,6,15,2.9409706138701535
96,6,16,2.9663882156835686
97,6,17,2.9800457969848524
98,6,18,2.948413497595795
99,6,19,2.9644225007856573
100,7,0,2.9555293165228
101,7,1,2.9557648360177273
102,7,2,2.9780008775421325
103,7,3,2.9490854594317333
104,7,4,2.982663322028048
105,7,5,2.9572888549255274
106,7,6,2.9676689761152675
107,7,7,2.9758290164847816
108,7,8,2.9595180542905792
109,7,9,2.970718862906825
110,7,10,2.96635628612856
111,7,11,2.9804188103122686
112,7,12,2.9660697211993554
113,7,13,2.9321747556834272
114,7,14,2.9588306378010114
115,7,15,2.9599612481984376
116,7,16,2.950910525724859
117,7,17,2.934688105401837
118,7,18,2.9511626405989873
119,7,19,2.9407989229716067
120,8,0,2.9458958511188436
121,8,1,2.979080353788909
122,8,2,2.937943165888901
123,8,3,2.932087157209817
124,8,4,2.9175157194792325
125,8,5,2.957574726947766
126,8,6,2.9505315172421334
127,8,7,2.937034480987842
128,8,8,2.961590584995295
129,8,9,2.9418192506653664
130,8,10,2.968913623173313
131,8,11,2.946281134191895
132,8,12,2.9706424537994214
133,8,13,2.9569223619180636
134,8,14,2.9565737418388074
135,8,15,2.9521916685748084
136,8,16,2.953056976384845
137,8,17,2.9331184884673287
138,8,18,2.963453565454022
139,8,19,2.9460644866085284
