,n_cluster,label,S_Dbw
0,2,0,2.852924821049698
1,2,1,0.3191392629896681
2,2,2,2.8529248210496982
3,2,3,2.8529248210496982
4,2,4,0.31913926298966805
5,2,5,0.3191392629896684
6,2,6,2.2524655443853616
7,2,7,0.3191392629896684
8,2,8,2.8529248210496982
9,2,9,2.852924821049698
10,3,0,1.5281424607925544
11,3,1,1.5140316256394013
12,3,2,0.3256063028162569
13,3,3,0.21379190750590227
14,3,4,1.577954084003584
15,3,5,1.4944821177664105
16,3,6,0.3689114238620463
17,3,7,0.44868922628921815
18,3,8,1.5013172738840104
19,3,9,1.5134170714817439
20,4,0,0.3460607019085451
21,4,1,1.0783012659040292
22,4,2,2.350592584015985
23,4,3,0.8594293184346985
24,4,4,1.0917265293869913
25,4,5,1.0625045609369206
26,4,6,1.098547086323699
27,4,7,0.23761121935737323
28,4,8,1.0471627589099064
29,4,9,0.3663107115304866
30,5,0,1.0052711454625414
31,5,1,0.9336203444072406
32,5,2,0.8090636732694209
33,5,3,0.9641129675165747
34,5,4,0.947789396958897
35,5,5,0.8749030157878304
36,5,6,0.47070783636363933
37,5,7,0.6227563638402848
38,5,8,0.607839480509593
39,5,9,0.3370453370373486
40,6,0,0.376914525936939
41,6,1,0.13310331426817046
42,6,2,0.7210274404991572
43,6,3,0.9192663517404864
44,6,4,0.40681540915723763
45,6,5,0.17099113867553975
46,6,6,0.35904237042497744
47,6,7,0.6841884274285841
48,6,8,0.772426498581011
49,6,9,0.6797625115607081
50,7,0,0.576777396722408
51,7,1,0.1466475107127948
52,7,2,0.4329405510507879
53,7,3,0.5169663399173072
54,7,4,0.2531045982338219
55,7,5,0.17697570686960273
56,7,6,0.3868579536090977
57,7,7,0.28521720089380337
58,7,8,0.19056657834013166
59,7,9,0.34242253647583926
60,8,0,0.3036329088373182
61,8,1,0.25248673163793756
62,8,2,0.18520634189076185
63,8,3,0.41775641366731714
64,8,4,0.1430354655135076
65,8,5,0.5065300942668861
66,8,6,0.48266102222371465
67,8,7,0.12200164251198886
68,8,8,0.334246904857909
69,8,9,0.15298307188756277
